CO_NCM,NO_NCM_POR,CO_ISIC_SECAO,NO_ISIC_SECAO,CO_CUCI_GRUPO,NO_CUCI_GRUPO
48102900,"Outros papéis e cartões, para escrita, etc, fibra processo mecânico > 10%",C,Indústria de Transformação,641,Papel e cartão
48102910,"Papel e cartão dos tipos utilizados para escrita, impressão etc, > 10 %, em peso, do conteúdo total de fibras seja constituído por fibras obtidas por processo mecânico ou químico-mecânico, tiras/rolos l < 15 cm ou folhas em que nenhum lado > 360 mm, etc..",C,Indústria de Transformação,641,Papel e cartão
48102990,"Outros papéis e cartões dos tipos utilizados para escrita, impressão ou outras finalidades gráficas, em que mais de 10 %, em peso, do conteúdo total de fibras seja constituído por fibras obtidas por processo mecânico ou químico-mecânico",C,Indústria de Transformação,641,Papel e cartão
48103100,"Papel e cartão Kraft, branqueado, fibra processo químico  > 95%, peso <= 150 g/m2",C,Indústria de Transformação,641,Papel e cartão
48103110,"Papel e cartão Kraft, exceto dos tipos utilizados para escrita, impressão ou outras finalidades gráficas, branqueado uniformemente na massa e em que mais de 95 %, em peso, do conteúdo total de fibras seja constituído por fibras de madeira obtidas etc...",C,Indústria de Transformação,641,Papel e cartão
48103190,"Outro papel e cartão Kraft, exceto do tipo utilizado para escrita, impressão ou outras finalidade gráfica, branqueado uniformemente na massa e em que mais de 95 %, em peso, peso <= 150g/m2, etc...",C,Indústria de Transformação,641,Papel e cartão
48103200,"Papel/cartão Kraft, branqueado, fibra processo químico > 95%, peso > 150g/m2",C,Indústria de Transformação,641,Papel e cartão
48103210,"Papel e cartão Kraft, branqueados uniformemente na massa e > 95 %,em peso,do conteúdo total de fibras seja constituído por fibras de madeira obtidas por processo químico,p > 150 g/m2,tiras ou rolos de largura < 15 cm ou em folhas em que nenhum lado >360mm",C,Indústria de Transformação,641,Papel e cartão
48103290,"Outros papéis Kraft, branqueados uniformemente na massa e em que mais de 95 %, em peso, do conteúdo total de fibras seja constituído por fibras de madeira obtidas por processo químico, de peso superior a 150 g/m2",C,Indústria de Transformação,641,Papel e cartão
48103900,"Outros papéis/cartões Kraft, revestido caulim, etc, rolos/folhas",C,Indústria de Transformação,641,Papel e cartão
48103910,"Outros papéis e cartões Kraft, exceto dos tipos utilizados para escrita, impressão ou outras finalidades gráficas, em tiras ou rolos de largura não superior a 15 cm ou em folhas em que nenhum lado exceda 360 mm, quando não dobradas",C,Indústria de Transformação,641,Papel e cartão
48103990,"Outros papéis e cartões Kraft, exceto dos tipos utilizados para escrita, impressão ou outras finalidades gráficas",C,Indústria de Transformação,641,Papel e cartão
48109100,"Outros papéis/cartões, camadas múltiplas, revestidos, em rolos/folhas",C,Indústria de Transformação,641,Papel e cartão
48109210,"Outros papéis e cartões, de camadas múltiplas, em tiras ou rolos de largura não superior a 15 cm ou em folhas em que nenhum lado exceda 360 mm, quando não dobradas",C,Indústria de Transformação,641,Papel e cartão
48109290,"Outros papéis e cartões de camadas múltiplas, revestidos de caulim, em rolos ou folhas",C,Indústria de Transformação,641,Papel e cartão
48109900,"Outros papéis/cartões, revestidos de caulim, etc, em rolos/folhas",C,Indústria de Transformação,641,Papel e cartão
48109910,"Outros papéis e cartões revestidos de caulim, em tiras ou rolos de largura não superior a 15 cm ou em folhas em que nenhum lado exceda 360 mm, quando não dobradas",C,Indústria de Transformação,641,Papel e cartão
48109990,"Outros papéis/cartões, revestidos de caulim, em rolos/folhas",C,Indústria de Transformação,641,Papel e cartão
48111000,"Papel e cartão alcatroados, betuminados, etc, em rolos/folhas",C,Indústria de Transformação,641,Papel e cartão
48111010,"Papel e cartão de celulose, alcatroados, betumados ou asfaltados, em tiras ou rolos de largura não superior a 15 cm ou em folhas em que nenhum lado exceda 360 mm, quando não dobradas, em rolos ou em folhas de forma quadrada ou retangular",C,Indústria de Transformação,641,Papel e cartão
48111090,"Outros papéis e cartões de celulose, alcatroados, betumados ou asfaltados, em rolos ou em folhas de forma quadrada ou retangular",C,Indústria de Transformação,641,Papel e cartão
48112100,"Papel e cartão auto-adesivos, em rolos ou em folhas",C,Indústria de Transformação,641,Papel e cartão
48112900,"Outros papéis e cartões gomados/adesivos, em rolos/folhas",C,Indústria de Transformação,641,Papel e cartão
48113111,"Papel/cartão branqueado, revestido de silicone, peso > 150g/m2, em rolos/folhas",C,Indústria de Transformação,641,Papel e cartão
48113112,"Papel branqueado revestido de polietileno, estratificado alumínio, peso > 150g/m2, impregnado",C,Indústria de Transformação,641,Papel e cartão
48113113,"Papel branqueado revestido de polietileno, etc, peso > 150 g/m2, para papel fotográfico",C,Indústria de Transformação,641,Papel e cartão
48113119,"Papel/cartão branqueado, revestido de outro plástico, peso > 150 g/m2, rolos/folhas",C,Indústria de Transformação,641,Papel e cartão
48113120,"Papel/cartão branqueado, impregnado de plástico, peso > 150 g/m2, em rolos/folhas",C,Indústria de Transformação,641,Papel e cartão
48113911,"Outros papéis revestidos de polietileno, etc, para papel fotográfico, em rolos/folhas",C,Indústria de Transformação,641,Papel e cartão
48113912,"Outros papéis/cartões, revestidos de silicone, em rolos/folhas",C,Indústria de Transformação,641,Papel e cartão
48113913,"Outros papéis/cartões, revestidos de polietileno, estratificado alumínio impregnado",C,Indústria de Transformação,641,Papel e cartão
48113919,"Papel/cartão revestido de outros plásticos, em rolos/folhas",C,Indústria de Transformação,641,Papel e cartão
48113920,"Outros papéis/cartões impregnados de plástico, em rolos/folhas",C,Indústria de Transformação,641,Papel e cartão
48114000,"Papel/cartão, revestido/impregnado com cera, parafina, etc, em rolos/folhas",C,Indústria de Transformação,641,Papel e cartão
48114110,"Papel e cartão auto-adesivos, em tiras ou rolos de largura não superior a 15 cm ou em folhas em que nenhum lado exceda 360 mm, quando não dobradas",C,Indústria de Transformação,641,Papel e cartão
48114190,"Outros papéis e cartões auto-adesivos, em rolos ou folhas",C,Indústria de Transformação,641,Papel e cartão
48114910,"Outros papéis e cartões auto-adesivos, em tiras ou rolos de largura não superior a 15 cm ou em folhas em que nenhum lado exceda 360 mm, quando não dobradas",C,Indústria de Transformação,641,Papel e cartão
48114990,"Outros papéis e cartões gomados ou adesivos, em rolos ou em folhas",C,Indústria de Transformação,641,Papel e cartão
48115110,"Papel e cartão revestidos, impregnados ou recobertos de plástico (exceto os adesivos), branqueados, de peso superior a 150 g/m2, em tiras ou rolos de largura não superior a 15 cm ou em folhas em que nenhum lado exceda 360 mm, quando não dobradas",C,Indústria de Transformação,641,Papel e cartão
48115121,"Papel e cartão recobertos ou revestidos de silicone, exceto gofrados na face recoberta ou revestida, branqueados, de peso superior a 150 g/m2",C,Indústria de Transformação,641,Papel e cartão
48115122,"Papel e cartão recobertos ou revestidos de polietileno, estratificado com alumínio, impresso, branqueados, de peso superior a 150 g/m2",C,Indústria de Transformação,641,Papel e cartão
48115123,"Papel e cartão recobertos ou revestidos de polietileno ou polipropileno, em ambas as faces, base para papel fotográfico, branqueados, de peso superior a 150 g/m2",C,Indústria de Transformação,641,Papel e cartão
48115128,"Outros papéis gofrados na face recoberta ou revestida, branqueados, de peso superior a 150 g/m2",C,Indústria de Transformação,641,Papel e cartão
48115129,"Outros papéis e cartões revestidos, recobertos de plástico (exceto os adesivos), branqueados, de peso superior a 150 g/m2",C,Indústria de Transformação,641,Papel e cartão
48115130,"Outros papéis e cartões revestidos, impregnados, branqueados, de peso superior a 150 g/m2",C,Indústria de Transformação,641,Papel e cartão
48115910,"Papel e cartão revestidos, impregnados ou recobertos de plástico (exceto os adesivos), em tiras ou rolos de largura não superior a 15 cm ou em folhas em que nenhum lado exceda 360 mm, quando não dobradas",C,Indústria de Transformação,641,Papel e cartão
48115921,"Papel e cartão revestidos, impregnados ou recobertos de plástico (exceto os adesivos), recobertos ou revestidos de polietileno ou polipropileno, em ambas as faces, base para papel fotográfico, em rolos ou folhas",C,Indústria de Transformação,641,Papel e cartão
48115922,"Papel e cartão revestidos, impregnados ou recobertos de plástico (exceto os adesivos), recobertos ou revestidos de silicone, em rolos ou folhas",C,Indústria de Transformação,641,Papel e cartão
48115923,"Papel e cartão revestidos, impregnados ou recobertos de plástico (exceto os adesivos), recobertos ou revestidos de polietileno, estratificado com alumínio, impresso, em rolos ou folhas",C,Indústria de Transformação,641,Papel e cartão
48115929,"Papel e cartão revestidos, impregnados ou recobertos de plástico (exceto os adesivos), recobertos ou revestidos com outros plásticos, em rolos ou folhas",C,Indústria de Transformação,641,Papel e cartão
48115930,Outros papéis impregnados de plásticos em rolos/folhas,C,Indústria de Transformação,641,Papel e cartão
48116010,"Papel e cartão revestidos, impregnados ou recobertos de cera, parafina, estearina, óleo ou glicerol, em tiras ou rolos de largura não superior a 15 cm ou em folhas em que nenhum lado exceda 360 mm, quando não dobradas",C,Indústria de Transformação,641,Papel e cartão
48116090,"Outros papéis e cartões revestidos, impregnados ou recobertos de cera, parafina, estearina, óleo ou glicerol",C,Indústria de Transformação,641,Papel e cartão
48119000,Outros papéis/cartões/pasta e mantas de fibras de celulose,C,Indústria de Transformação,641,Papel e cartão
48119010,"Outros papéis, cartões, pasta (ouate) de celulose e mantas de fibras de celulose, em tiras ou rolos de largura não superior a 15 cm ou em folhas em que nenhum lado exceda 360 mm, quando não dobradas",C,Indústria de Transformação,641,Papel e cartão
48119090,"Outros papéis, cartões, pasta (ouate) de celulose e mantas de fibras de celulose",C,Indústria de Transformação,641,Papel e cartão
48120000,"Blocos e chapas, filtrantes, de pasta de papel",C,Indústria de Transformação,641,Papel e cartão
48131000,"Papel para cigarros, mesmo cortado nas dimensões próprias, em cadernos ou em tubos",C,Indústria de Transformação,642,"Papel e cartão, cortados em forma, e artigos de papel ou cartão"
48132000,"Papel para cigarros, em rolos de largura não superior a 5 cm",C,Indústria de Transformação,642,"Papel e cartão, cortados em forma, e artigos de papel ou cartão"
48139000,Outros papéis para cigarros,C,Indústria de Transformação,641,Papel e cartão
48141000,"Papel denominado ""ingrain""",C,Indústria de Transformação,641,Papel e cartão
48142000,"Papel de parede e revestimentos de parede semelhantes, constituídos por papel revestido ou recoberto, no lado da face, por uma camada de plástico granida, gofrada, colorida, impressa com desenhos ou decorada de qualquer outra forma",C,Indústria de Transformação,641,Papel e cartão
48143000,"Papel de parede, revestido de matérias para entrançar",C,Indústria de Transformação,641,Papel e cartão
48149000,Outros papéis de parede e revestimentos de parede semelhantes; papel para vitrais,C,Indústria de Transformação,641,Papel e cartão
48150000,"Revestimentos para pavimentos, com suporte de papel/de cartão",C,Indústria de Transformação,641,Papel e cartão
48161000,"Papel-carbono e semelhantes, mesmo em caixas",C,Indústria de Transformação,642,"Papel e cartão, cortados em forma, e artigos de papel ou cartão"
48162000,"Papel autocopiativo, mesmo acondicionados em caixas",C,Indústria de Transformação,642,"Papel e cartão, cortados em forma, e artigos de papel ou cartão"
48163000,Estênceis completos,C,Indústria de Transformação,642,"Papel e cartão, cortados em forma, e artigos de papel ou cartão"
48169000,"Outros papéis para cópia/duplicação e chapas offset, de papel",C,Indústria de Transformação,642,"Papel e cartão, cortados em forma, e artigos de papel ou cartão"
48169010,"Papel-carbono e semelhantes, mesmo acondicionados em caixas",C,Indústria de Transformação,642,"Papel e cartão, cortados em forma, e artigos de papel ou cartão"
48169090,"Outros papéis autocopiativos, estênceis, chapa ofsete",C,Indústria de Transformação,642,"Papel e cartão, cortados em forma, e artigos de papel ou cartão"
48171000,"Envelopes, de papel ou cartão",C,Indústria de Transformação,642,"Papel e cartão, cortados em forma, e artigos de papel ou cartão"
48172000,"Aerogramas, bilhetes-postais não ilustrados e cartões para correspondência",C,Indústria de Transformação,642,"Papel e cartão, cortados em forma, e artigos de papel ou cartão"
48173000,"Caixas, sacos e semelhantes, de papel ou cartão, que contenham um sortido de artigos para correspondência",C,Indústria de Transformação,642,"Papel e cartão, cortados em forma, e artigos de papel ou cartão"
48181000,Papel higiênico,C,Indústria de Transformação,642,"Papel e cartão, cortados em forma, e artigos de papel ou cartão"
48182000,"Lenços, incluindo os de desmaquiar, e toalhas de mão, de papel",C,Indústria de Transformação,642,"Papel e cartão, cortados em forma, e artigos de papel ou cartão"
48183000,"Toalhas de mesa e guardanapos, de papel",C,Indústria de Transformação,642,"Papel e cartão, cortados em forma, e artigos de papel ou cartão"
48184010,Fraldas de papel,C,Indústria de Transformação,642,"Papel e cartão, cortados em forma, e artigos de papel ou cartão"
48184020,"Tampões higiênicos, de papel",C,Indústria de Transformação,642,"Papel e cartão, cortados em forma, e artigos de papel ou cartão"
48184090,"Absorventes e outros artigos higiênicos, de papel",C,Indústria de Transformação,642,"Papel e cartão, cortados em forma, e artigos de papel ou cartão"
48185000,"Vestuário e seus acessórios, de papel",C,Indústria de Transformação,642,"Papel e cartão, cortados em forma, e artigos de papel ou cartão"
48189000,"Outros artigos de papel, para uso sanitário/doméstico/hospitalar",C,Indústria de Transformação,642,"Papel e cartão, cortados em forma, e artigos de papel ou cartão"
48189010,Almofadas absorventes dos tipos utilizados em embalagens de produtos alimentícios,C,Indústria de Transformação,642,"Papel e cartão, cortados em forma, e artigos de papel ou cartão"
48189090,"Outros artigos de papel, para uso sanitário/doméstico/hospitalar",C,Indústria de Transformação,642,"Papel e cartão, cortados em forma, e artigos de papel ou cartão"
48191000,"Caixas de papel ou cartão, ondulados",C,Indústria de Transformação,642,"Papel e cartão, cortados em forma, e artigos de papel ou cartão"
48192000,"Caixas e cartonagens, dobráveis, de papel ou cartão, não ondulados",C,Indústria de Transformação,642,"Papel e cartão, cortados em forma, e artigos de papel ou cartão"
48193000,"Sacos cuja base tenha largura igual ou superior a 40 cm, de papel ou cartão",C,Indústria de Transformação,642,"Papel e cartão, cortados em forma, e artigos de papel ou cartão"
48194000,"Outros sacos; bolsas e cartuchos, de papel ou cartão",C,Indústria de Transformação,642,"Papel e cartão, cortados em forma, e artigos de papel ou cartão"
48195000,"Outras embalagens, incluindo as capas para discos, de papel ou cartão",C,Indústria de Transformação,642,"Papel e cartão, cortados em forma, e artigos de papel ou cartão"
48196000,"Cartonagens para escritórios, lojas e estabelecimentos semelhantes",C,Indústria de Transformação,642,"Papel e cartão, cortados em forma, e artigos de papel ou cartão"
48201000,"Livros de registro e de contabilidade, blocos de notas, de encomendas, de recibos, de apontamentos, de papel para cartas, agendas e artigos semelhantes",C,Indústria de Transformação,642,"Papel e cartão, cortados em forma, e artigos de papel ou cartão"
48202000,Cadernos,C,Indústria de Transformação,642,"Papel e cartão, cortados em forma, e artigos de papel ou cartão"
48203000,"Classificadores, capas para encadernação (exceto as capas para livros) e capas de processos",C,Indústria de Transformação,642,"Papel e cartão, cortados em forma, e artigos de papel ou cartão"
48204000,"Formulários em blocos tipo manifold, mesmo com folhas intercaladas de papel-carbono",C,Indústria de Transformação,642,"Papel e cartão, cortados em forma, e artigos de papel ou cartão"
48205000,"Álbuns para amostras ou coleções, de papel ou cartão",C,Indústria de Transformação,642,"Papel e cartão, cortados em forma, e artigos de papel ou cartão"
48209000,"Outros artigos de papel/cartão, para escritório/papelaria, etc",C,Indústria de Transformação,642,"Papel e cartão, cortados em forma, e artigos de papel ou cartão"
48211000,"Etiquetas de qualquer espécie, de papel ou cartão, impressas",D,Outros Produtos,892,Material impresso
48219000,"Etiquetas de qualquer espécie, de papel ou cartão, exceto impressas",D,Outros Produtos,892,Material impresso
48221000,"Carreteis, bobinas, canelas e suportes semelhantes, de pasta de papel, papel ou cartão, mesmo perfurados ou endurecidos, dos tipos utilizados para enrolamento de fios têxteis",C,Indústria de Transformação,642,"Papel e cartão, cortados em forma, e artigos de papel ou cartão"
48229000,"Carreteis, bobinas, canelas e suportes semelhantes, de pasta de papel, papel ou cartão, mesmo perfurados ou endurecidos, para outros usos",C,Indústria de Transformação,642,"Papel e cartão, cortados em forma, e artigos de papel ou cartão"
48231100,"Papel auto-adesivo, em tiras ou em rolos",C,Indústria de Transformação,641,Papel e cartão
48231200,"Papel de celulose, auto-adesivo, em tiras/rolos",C,Indústria de Transformação,641,Papel e cartão
48231900,"Outros papéis gomados ou adesivos, em tiras ou em rolos",C,Indústria de Transformação,641,Papel e cartão
48232000,Papel-filtro e cartão-filtro,C,Indústria de Transformação,642,"Papel e cartão, cortados em forma, e artigos de papel ou cartão"
48232010,"Papel-filtro e cartão-filtro, de peso superior a 15 g/m2 mas inferior ou igual a 25 g/m2, com um conteúdo de fibras sintéticas termossoldáveis igual ou superior a 20 % mas inferior ou igual a 30 %, em peso, do conteúdo total de fibras",C,Indústria de Transformação,642,"Papel e cartão, cortados em forma, e artigos de papel ou cartão"
48232090,"Outros papel-filtro e cartão-filtro, em tiras ou em rolos",C,Indústria de Transformação,642,"Papel e cartão, cortados em forma, e artigos de papel ou cartão"
48232091,"Papel-filtro e cartão-filtro, em tiras ou rolos de largura superior a 15 cm, mas não superior a 36 cm",C,Indústria de Transformação,642,"Papel e cartão, cortados em forma, e artigos de papel ou cartão"
48232099,"Outros papéis filtro/cartão filtro, de celulose",C,Indústria de Transformação,642,"Papel e cartão, cortados em forma, e artigos de papel ou cartão"
48234000,"Papéis-diagrama para aparelhos registradores, em bobinas, em folhas ou em discos",C,Indústria de Transformação,642,"Papel e cartão, cortados em forma, e artigos de papel ou cartão"
48235100,"Papel/cartão para escrita, etc, impressos/estampados/perfurados",C,Indústria de Transformação,642,"Papel e cartão, cortados em forma, e artigos de papel ou cartão"
48235900,Outros papéis/cartões para escrita/impressão/fins gráficos,C,Indústria de Transformação,642,"Papel e cartão, cortados em forma, e artigos de papel ou cartão"
48236000,"Bandejas, travessas, pratos, xícaras, etc,de papel/cartão",C,Indústria de Transformação,642,"Papel e cartão, cortados em forma, e artigos de papel ou cartão"
48236100,"Bandejas, travessas, pratos, xícaras (chávenas), taças, copos e artigos semelhantes, de bambu",C,Indústria de Transformação,642,"Papel e cartão, cortados em forma, e artigos de papel ou cartão"
48236900,"Bandejas, travessas, pratos, xícaras (chávenas), taças, copos e artigos semelhantes, de papel ou cartão",C,Indústria de Transformação,642,"Papel e cartão, cortados em forma, e artigos de papel ou cartão"
48237000,"Artigos moldados ou prensados, de pasta de papel",C,Indústria de Transformação,642,"Papel e cartão, cortados em forma, e artigos de papel ou cartão"
48239010,Cartões perfurados para mecanismos Jacquard,C,Indústria de Transformação,642,"Papel e cartão, cortados em forma, e artigos de papel ou cartão"
48239020,"Papel e cartão, de rigidez dielétrica superior ou igual a 600 V (método ASTM D 202 ou equivalente) e de peso inferior ou igual a 60 g/m2",C,Indústria de Transformação,642,"Papel e cartão, cortados em forma, e artigos de papel ou cartão"
48239090,"Outros papéis/cartões/pastas/etc, cortados, e suas obras",C,Indústria de Transformação,642,"Papel e cartão, cortados em forma, e artigos de papel ou cartão"
48239091,"Outros papéis, etc, de celulose, rolos 15 cm < largura <= 36 cm",C,Indústria de Transformação,642,"Papel e cartão, cortados em forma, e artigos de papel ou cartão"
48239099,"Outros papéis, cartões de celulose e outras obras de papel",C,Indústria de Transformação,642,"Papel e cartão, cortados em forma, e artigos de papel ou cartão"
49011000,"Livros, brochuras e impressos semelhantes, em folhas soltas, mesmo dobradas",D,Outros Produtos,892,Material impresso
49019100,"Dicionários e enciclopédias, mesmo em fascículos",D,Outros Produtos,892,Material impresso
49019900,"Outros livros, brochuras e impressos semelhantes",D,Outros Produtos,892,Material impresso
49021000,"Jornais e publicações periódicas, impressos, mesmo ilustrados ou que contenham publicidade, que se publiquem pelo menos quatro vezes por semana",D,Outros Produtos,892,Material impresso
49029000,"Outros jornais e publicações periódicas, impressos, mesmo ilustrados ou que contenham publicidade",D,Outros Produtos,892,Material impresso
49030000,"Álbuns ou livros de ilustrações e álbuns para desenhar ou colorir, para crianças",D,Outros Produtos,892,Material impresso
49040000,"Música manuscrita ou impressa, ilustrada ou não, mesmo encadernada",D,Outros Produtos,892,Material impresso
49051000,"Globos (obra cartográfica, impressa)",D,Outros Produtos,892,Material impresso
49052000,"Obras cartográficas, sob a forma de livros ou brochuras",D,Outros Produtos,892,Material impresso
49059000,"Obras cartográficas de qualquer espécie, incluindo as cartas murais, as plantas topográficas e os globos, impressas, exceto sob a forma de livros ou brochuras",D,Outros Produtos,892,Material impresso
49059100,"Obras cartográficas, sob a forma de livros ou brochuras",D,Outros Produtos,892,Material impresso
49059900,"Outras obras cartográficas, impressas",D,Outros Produtos,892,Material impresso
49060000,"Planos, plantas e desenhos, de arquitetura, de engenharia e outros planos e desenhos industriais, comerciais, topográficos ou semelhantes, originais, feitos a mão; textos manuscritos; reproduções fotográficas em papel sensibilizado, etc",D,Outros Produtos,892,Material impresso
49070010,Papéis-moeda,D,Outros Produtos,892,Material impresso
49070020,Cheques de viagem,D,Outros Produtos,892,Material impresso
49070030,"Títulos de ações ou de obrigações e títulos semelhantes, convalidados e firmados",D,Outros Produtos,892,Material impresso
49070090,"Selos postais, fiscais, etc, não obliterados, com curso legal",D,Outros Produtos,892,Material impresso
49081000,Decalcomanias vitrificáveis,D,Outros Produtos,892,Material impresso
49089000,Outras decalcomanias de qualquer espécie,D,Outros Produtos,892,Material impresso
49090000,"Cartões-postais impressos ou ilustrados; cartões impressos com votos ou mensagens pessoais, mesmo ilustrados, com ou sem envelopes, guarnições ou aplicações",D,Outros Produtos,892,Material impresso
49100000,"Calendários de qualquer espécie, impressos, incluindo os blocos-calendários para desfolhar",D,Outros Produtos,892,Material impresso
49111010,"Impressos publicitários, catálogos comerciais e semelhantes, que contenham informações relativas ao funcionamento, manutenção, reparo ou utilização de máquinas, aparelhos, veículos e outras mercadorias de origem extrazona",D,Outros Produtos,892,Material impresso
49111090,"Outros impressos publicitários, catálogos comerciais e semelhantes",D,Outros Produtos,892,Material impresso
49119100,"Estampas, gravuras e fotografias",D,Outros Produtos,892,Material impresso
49119900,Outros impressos,D,Outros Produtos,892,Material impresso
50010000,Casulos de bicho-da-seda próprios para dobar,D,Outros Produtos,261d,Desperdícios de seda ou casulos de bicho da seda
50020000,Seda crua (não fiada),C,Indústria de Transformação,261c,Seda
50030010,"Desperdícios de seda, não cardados, não penteados",D,Outros Produtos,261d,Desperdícios de seda ou casulos de bicho da seda
50030090,Outros desperdícios de seda,D,Outros Produtos,261d,Desperdícios de seda ou casulos de bicho da seda
50031000,"Desperdícios de seda, não cardados, nem penteados",D,Outros Produtos,261d,Desperdícios de seda ou casulos de bicho da seda
50039000,Outros desperdícios de seda,D,Outros Produtos,261d,Desperdícios de seda ou casulos de bicho da seda
50040000,Fios de seda (exceto fios de desperdícios de seda) não acondicionados para venda a retalho,C,Indústria de Transformação,651,Fios têxteis
50050000,"Fios de desperdícios de seda, não acondicionados para venda a retalho",C,Indústria de Transformação,651,Fios têxteis
50060000,"Fios de seda ou de desperdícios de seda, acondicionados para venda a retalho; pelo de Messina (crina de Florença)",C,Indústria de Transformação,651,Fios têxteis
50071010,"Tecidos de bourrette de seda, estampados, tintos ou de fios de diversas cores",C,Indústria de Transformação,654,Outras obras têxteis
50071090,Outros tecidos de bourrette de seda,C,Indústria de Transformação,654,Outras obras têxteis
50072010,"Outros tecidos que contenham pelo menos 85 %, em peso, de seda ou de desperdícios de seda, exceto bourrette, estampados, tintos ou de fios de diversas cores",C,Indústria de Transformação,654,Outras obras têxteis
50072090,"Outros tecidos que contenham pelo menos 85 %, em peso, de seda ou de desperdícios de seda, exceto bourrette",C,Indústria de Transformação,654,Outras obras têxteis
50079000,Outros tecidos de seda ou de desperdícios de seda,C,Indústria de Transformação,654,Outras obras têxteis
51011110,"Lã suja, incluindo a lã lavada a dorso, não cardada nem penteada, de tosquia, de finura superior ou igual 22,05 micrômetros (mícrons) mas inferior ou igual a 32,6 micrômetros (mícrons)",A,Agropecuária,268a,Lã e pelos em bruto
51011190,"Outras lãs de tosquia, suja, incluindo a lã lavada a dorso, não cardada nem penteada",A,Agropecuária,268a,Lã e pelos em bruto
51011900,"Outras lãs sujas, não cardadas nem penteadas",A,Agropecuária,268a,Lã e pelos em bruto
51012100,"Lã de tosquia, desengordurada, não carbonizada, não cardada, não penteada",C,Indústria de Transformação,268c,Lã e pelos cardados ou penteados e outras lãs
51012900,"Outras lãs desengorduradas não carbonizadas, não cardadas,  não penteadas",C,Indústria de Transformação,268c,Lã e pelos cardados ou penteados e outras lãs
51013000,"Lã desengordurada, carbonizada, não cardada nem penteada",C,Indústria de Transformação,268c,Lã e pelos cardados ou penteados e outras lãs
51021000,"pelos finos, não cardados nem penteados",A,Agropecuária,268a,Lã e pelos em bruto
51021100,"Pelos finos, não cardados nem penteados, de cabra de Caxemira",A,Agropecuária,268a,Lã e pelos em bruto
51021900,"Pelos finos, não cardados nem penteados",A,Agropecuária,268a,Lã e pelos em bruto
51022000,"Pelos grosseiros, não cardados nem penteados",A,Agropecuária,268a,Lã e pelos em bruto
51031000,Desperdícios da penteação de lã ou de pelos finos,C,Indústria de Transformação,268c,Lã e pelos cardados ou penteados e outras lãs
51032000,Outros desperdícios de lã ou de pelos finos,C,Indústria de Transformação,268c,Lã e pelos cardados ou penteados e outras lãs
51033000,Desperdícios de pelos grosseiros,C,Indústria de Transformação,268c,Lã e pelos cardados ou penteados e outras lãs
51040000,Fiapos de lã ou de pelos finos ou grosseiros,C,Indústria de Transformação,268c,Lã e pelos cardados ou penteados e outras lãs
51051000,Lã cardada,C,Indústria de Transformação,268c,Lã e pelos cardados ou penteados e outras lãs
51052100,Lã penteada a granel,C,Indústria de Transformação,268c,Lã e pelos cardados ou penteados e outras lãs
51052910,Tops de lã penteada,C,Indústria de Transformação,268c,Lã e pelos cardados ou penteados e outras lãs
51052991,"Outras lãs penteadas, de finura inferior a 22,5 micrômetros (mícrons)",C,Indústria de Transformação,268c,Lã e pelos cardados ou penteados e outras lãs
51052999,Outras lãs penteadas,C,Indústria de Transformação,268c,Lã e pelos cardados ou penteados e outras lãs
51053000,"pelos finos, cardados ou penteados",C,Indústria de Transformação,268c,Lã e pelos cardados ou penteados e outras lãs
51053100,"Pelos finos, cardados ou penteados, de cabra de Caxemira",C,Indústria de Transformação,268c,Lã e pelos cardados ou penteados e outras lãs
51053900,"Outros pelos finos, cardados ou penteados",C,Indústria de Transformação,268c,Lã e pelos cardados ou penteados e outras lãs
51054000,"Pelos grosseiros, cardados ou penteados",C,Indústria de Transformação,268c,Lã e pelos cardados ou penteados e outras lãs
51061000,"Fios de lã cardada, não acondicionados para venda a retalho, que contenham pelo menos 85 %, em peso, de lã",C,Indústria de Transformação,651,Fios têxteis
51062000,"Fios de lã cardada, não acondicionados para venda a retalho, que contenham menos de 85 %, em peso, de lã",C,Indústria de Transformação,651,Fios têxteis
51071011,"Fios de lã penteada, não acondicionados para venda a retalho, que contenham pelo menos 85 %, em peso, de lã, retorcidos ou retorcidos múltiplos, de dois cabos, de título inferior ou igual a 184,58 decitex por cabo",C,Indústria de Transformação,651,Fios têxteis
51071019,"Outros fios de lã penteada, retorcidos ou retorcidos múltiplos, que contenham pelo menos 85 %, em peso, de lã",C,Indústria de Transformação,651,Fios têxteis
51071090,"Outros fios de lã penteada que contenham pelo menos 85 %, em peso, de lã",C,Indústria de Transformação,651,Fios têxteis
51072000,"Fios de lã penteada que contenham menos de 85 %, em peso, de lã",C,Indústria de Transformação,651,Fios têxteis
51081000,"Fios de pelos finos, cardados, não acondicionados para venda a retalho.",C,Indústria de Transformação,651,Fios têxteis
51082000,"Fios de pelos finos, penteados, não acondicionados para venda a retalho.",C,Indústria de Transformação,651,Fios têxteis
51091000,"Fios de lã ou de pelos finos, acondicionados para venda a retalho, que contenham pelo menos 85 %, em peso, de lã ou de pelos finos",C,Indústria de Transformação,651,Fios têxteis
51099000,"Outros fios de lã ou de pelos finos, acondicionados para venda a retalho",C,Indústria de Transformação,651,Fios têxteis
51100000,"Fios de pelos grosseiros ou de crina (incluindo os fios de crina revestidos por enrolamento), mesmo acondicionados para venda a retalho",C,Indústria de Transformação,651,Fios têxteis
